,temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,bubbling_speed (ml/min),hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,productExporter,cofactorEnhance,pathwayOptimized,product,product permeability,numberC,numberH,numberN,numberO,product_enthalpyFormation,OD,growth_rate,product_titer,production_rate,paper,cultivation_time,species,ko genes,ox genes,genetic_knockoutSteps,genetic_heterologousSteps,OE_nativeSteps
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,4.75,0.083333333,56,1.125,9,72,utex2973,pfk,"xylEBA,mcr,fbp",1,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,6.1,0.083333333,57,1.125,9,96,utex2973,pfk,"xylEBA,mcr,fbp",1,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,6.25,0.083333333,66,1.125,9,120,utex2973,pfk,"xylEBA,mcr,fbp",1,3,0
jq04-MCR,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,1.5,0.141666667,25,1.125,9,24,utex2973,pfk,"xylEBA,mcr,pkt, fbp",1,4,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,4.9,0.141666667,43,1.125,9,48,utex2973,pfk,"xylEBA,mcr,pkt, fbp",1,4,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,5.7,0.141666667,70,1.125,9,72,utex2973,pfk,"xylEBA,mcr,pkt, fbp",1,4,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,5.5,0.141666667,81,1.125,9,96,utex2973,pfk,"xylEBA,mcr,pkt, fbp",1,4,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,5.7,0.141666667,91,1.125,9,120,utex2973,pfk,"xylEBA,mcr,pkt, fbp",1,4,0
2973-phbCAB,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,na,0,0,0,IPTG,1,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.555555556,0.038580247,309.6,1.29,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.125,0.007134169,na,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.2872,0.007134169,na,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.4061,0.007134169,na,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.5359,0.007134169,na,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.7071,0.007134169,na,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.732,0.007134169,na,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.7579,0.007134169,262.6,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_16-8,37,200,0.5,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.8123,0.007134169,235,1.563095238,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
2973-Pcpc560-phaCAB. p5g acetate,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,acetate,500,-480.57,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.555555556,0.037037037,385.3818461,1.605757692,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
2973-Pcpc560-phaCAB. 2g acetate,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,acetate,2000,-480.57,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.666666667,0.037037037,479.5636404,1.998181835,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,0.675675676,0.168918919,10,2.5,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.351351351,0.168918919,40,2.5,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,2.364864865,0.168918919,80,2.5,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,4.72972973,0.168918919,130,2.5,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,8.783783784,0.168918919,180,2.5,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,11.68918919,0.168918919,200,2.5,11,120,utex2973,NA,"lysC,ybjE",na,1,0
2973-Pcpc560-phaCAB. 1g acetate,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,acetate,1000,-480.57,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.777777778,0.037037037,607.2,2.53,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.351351351,0.13795045,15,3.541666667,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.554054054,0.13795045,45,3.541666667,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,4.864864865,0.13795045,130,3.541666667,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,4.391891892,0.13795045,205,3.541666667,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,4.054054054,0.13795045,230,3.541666667,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.378378378,0.13795045,240,3.541666667,11,120,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,0.675675676,0.112612613,10,3.75,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.689189189,0.112612613,50,3.75,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.716216216,0.112612613,130,3.75,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.418918919,0.112612613,220,3.75,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,8.783783784,0.112612613,270,3.75,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,10.13513514,0.112612613,280,3.75,11,120,utex2973,NA,"lysC,ybjE",na,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,0.4,0.2,20,6,12,12,utex2973,"glcd1,nbla",ldh,2,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.2,50,6,12,24,utex2973,"glcd1,nbla",ldh,2,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,2.2,0.2,90,6,12,36,utex2973,"glcd1,nbla",ldh,2,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,3,0.2,120,6,12,43,utex2973,"glcd1,nbla",ldh,2,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,4,0.2,150,6,12,48,utex2973,"glcd1,nbla",ldh,2,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,5.5,0.2,195,6,12,60,utex2973,"glcd1,nbla",ldh,2,1,0
ldhΔglcd1,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,4-NegControl,1,d-lactate,e,3,6,0,3,-694.08,6.9,0.2,204,6,12,72,utex2973,"glcd1,nbla",ldh,2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,43.462,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.155555556,50,6.315789474,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.155555556,50,6.315789474,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,43.462,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.155555556,75,6.315789474,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.155555556,75,6.315789474,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,43.462,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4.2,0.155555556,195,6.315789474,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4.2,0.155555556,195,6.315789474,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,43.462,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7,0.155555556,290,6.315789474,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7,0.155555556,285,6.315789474,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,43.462,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.8,0.155555556,320,6.315789474,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.8,0.155555556,330,6.315789474,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,43.462,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,10.9,0.155555556,410,6.315789474,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,1976.8,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,11.3,0.155555556,410,6.315789474,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.689189189,0.337837838,10,6.458333333,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,5.743243243,0.337837838,55,6.458333333,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,11.14864865,0.337837838,210,6.458333333,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,10.13513514,0.337837838,280,6.458333333,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,8.445945946,0.337837838,310,6.458333333,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,1-genomic,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.756756757,0.337837838,320,6.458333333,11,120,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.025,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.351351351,0.225225225,10,6.666666667,11,12,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.025,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,4.054054054,0.225225225,70,6.666666667,11,24,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.025,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,8.783783784,0.225225225,230,6.666666667,11,48,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.025,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,8.243243243,0.225225225,330,6.666666667,11,72,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.025,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.756756757,0.225225225,370,6.666666667,11,96,utex2973,NA,"lysC,ybjE",na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.025,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,5.405405405,0.225225225,400,6.666666667,11,120,utex2973,NA,"lysC,ybjE",na,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,21.731,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.172222222,50,6.666666667,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,21.731,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,1.4,0.172222222,75,6.666666667,12,22,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,21.731,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,4.2,0.172222222,195,6.666666667,12,41,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,21.731,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,7.3,0.172222222,315,6.666666667,12,59,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,21.731,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,8.2,0.172222222,385,6.666666667,12,70,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,988.4,21.731,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,12,0.172222222,535,6.666666667,12,93,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
ldhomcs,38,400,0,1-shakingflask,1-batch,1-open,100,30,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,pyruvate,1,na,3-DH_omsC,1,d-lactate,e,3,6,0,3,-694.08,0.9,0.172222222,50,6.842105263,12,16,utex2973,"glcd1,nbla","ldh,omcs",2,1,0
